leg_id,datetime,pivot_side,structure_label,pivot_price,price_change,pct_change,swing_direction,threshold_pct
230,2024-12-23 03:32:00,Low,HL,69.57,-0.3400000000000034,-0.004863395794593051,Down,0.003
231,2024-12-23 04:28:00,High,HH,69.91,0.3400000000000034,0.004887164007474576,Up,0.003
232,2024-12-23 06:03:00,Low,LL,69.18,-0.7299999999999898,-0.010441996853096658,Down,0.003
233,2024-12-23 06:30:00,High,LH,69.39,0.20999999999999375,0.0030355594102340344,Up,0.003
234,2024-12-23 06:59:00,Low,LL,69.16,-0.23000000000000398,-0.003314598645338007,Down,0.003
235,2024-12-23 07:28:00,High,HH,69.4,0.2400000000000091,0.003470213996529914,Up,0.003
236,2024-12-23 08:43:00,Low,LL,69.03,-0.37000000000000455,-0.005331412103746436,Down,0.003
237,2024-12-23 09:36:00,High,LH,69.39,0.35999999999999943,0.005215123859191539,Up,0.003
238,2024-12-23 10:59:00,Low,LL,68.67,-0.7199999999999989,-0.01037613488975353,Down,0.003
239,2024-12-23 11:11:00,High,LH,68.9,0.23000000000000398,0.0033493519732052945,Up,0.003
240,2024-12-23 11:50:00,Low,LL,68.61,-0.29000000000000625,-0.004208998548621334,Down,0.003
241,2024-12-23 13:15:00,High,HH,69.15,0.5400000000000063,0.00787057280279857,Up,0.003
242,2024-12-23 13:29:00,Low,HL,68.94,-0.21000000000000796,-0.0030368763557484524,Down,0.003
243,2024-12-23 14:17:00,High,HH,69.46,0.519999999999996,0.007542790832608004,Up,0.003
244,2024-12-23 14:28:00,Low,HL,69.22,-0.23999999999999488,-0.0034552260293693182,Down,0.003
245,2024-12-23 16:42:00,High,HH,69.63,0.4099999999999966,0.005923143600115477,Up,0.003
246,2024-12-23 18:43:00,Low,HL,69.42,-0.20999999999999375,-0.0030159414045669575,Down,0.003
247,2024-12-23 21:30:00,High,HH,69.66,0.23999999999999488,0.0034572169403628283,Up,0.003
248,2024-12-23 23:03:00,Low,LL,69.37,-0.28999999999999204,-0.004163077806488502,Down,0.003
249,2024-12-24 04:26:00,High,HH,69.82,0.44999999999998863,0.006486954014703672,Up,0.003
250,2024-12-24 05:03:00,Low,HL,69.59,-0.22999999999998977,-0.0032941850472641976,Down,0.003
251,2024-12-24 06:20:00,High,HH,69.96,0.36999999999999034,0.0053168558700962265,Up,0.003
252,2024-12-24 07:09:00,Low,LL,69.51,-0.44999999999998863,-0.0064322469982845965,Down,0.003
253,2024-12-24 07:28:00,High,LH,69.82,0.30999999999998806,0.0044597899582792255,Up,0.003
254,2024-12-24 07:34:00,Low,HL,69.57,-0.25,-0.003580635920939601,Down,0.003
255,2024-12-24 09:04:00,High,HH,70.26,0.6900000000000119,0.009918068132816149,Up,0.003
256,2024-12-24 09:37:00,Low,HL,69.93,-0.3299999999999983,-0.004696840307429562,Down,0.003
257,2024-12-24 10:34:00,High,HH,70.41,0.47999999999998977,0.006864006864006678,Up,0.003
258,2024-12-24 11:06:00,Low,HL,70.13,-0.28000000000000114,-0.003976707853998063,Down,0.003
259,2024-12-24 11:50:00,High,LH,70.36,0.23000000000000398,0.0032796235562526643,Up,0.003
260,2024-12-24 13:25:00,Low,LL,69.94,-0.4200000000000017,-0.005969300739056327,Down,0.003
261,2024-12-25 22:24:00,High,HH,70.46,0.519999999999996,0.0074349442379182396,Up,0.003
262,2024-12-26 00:22:00,Low,HL,70.1,-0.35999999999999943,-0.005109281862049397,Down,0.003
263,2024-12-26 06:29:00,High,HH,70.55,0.45000000000000284,0.006419400855920188,Up,0.003
264,2024-12-26 07:28:00,Low,HL,70.33,-0.21999999999999886,-0.003118355776045356,Down,0.003
265,2024-12-26 08:35:00,High,HH,70.72,0.39000000000000057,0.005545286506469571,Up,0.003
266,2024-12-26 09:04:00,Low,HL,70.46,-0.2600000000000051,-0.003676470588235392,Down,0.003
267,2024-12-26 09:34:00,High,LH,70.7,0.2400000000000091,0.0034061879080331536,Up,0.003
268,2024-12-26 13:29:00,Low,LL,69.67,-1.0300000000000011,-0.01456859971711455,Down,0.003
269,2024-12-26 13:38:00,High,LH,69.91,0.23999999999999488,0.003444811253050073,Up,0.003
270,2024-12-26 14:23:00,Low,LL,69.41,-0.5,-0.0071520526391074535,Down,0.003
